x,y,z,d,std,arr_time,heap_time
1,10,10000,191.0863,109.63753486972425,-1,14.29407300055027
1,100,100,258.02,140.01242659135653,-1,0.13770068436861038
1,100,1000,246.183,133.29538443247014,-1,1.4141217395663261
1,100,10000,240.7904,136.11531239298537,-1,13.689568288624287
1,1000,100,257.07,138.1346629199203,-1,0.14046656340360641
1,1000,1000,247.834,142.23899058978168,-1,1.418854109942913
1,1000,10000,250.8112,144.30066927966757,-1,13.986046493053436
101,1,100,17.64,6.705997315836027,-1,0.18288996070623398
101,1,1000,17.681,6.114674071444855,-1,1.69713244587183
101,1,10000,17.7256,5.829554411788263,-1,17.156607031822205
101,10,100,33.69,12.299345511042448,-1,0.1795169860124588
101,10,1000,37.184,11.125832283474345,-1,1.7726581320166588
101,10,10000,36.7782,11.013964080202912,-1,17.538074545562267
101,100,100,125.96,38.82883464643254,-1,0.1865382418036461
101,100,1000,123.362,44.208041757128306,-1,1.7485701441764832
101,100,10000,125.6945,44.32868337487591,-1,18.191805191338062
101,1000,100,225.63,136.6855263003366,-1,0.19014327973127365
101,1000,1000,249.527,140.2566050886731,-1,1.918189287185669
101,1000,10000,249.7871,144.53646243626554,-1,19.134427204728127
201,1,100,11.64,3.6125337368666885,-1,0.18299270421266556
201,1,1000,11.711,3.2917288770492625,-1,1.7858202010393143
201,1,10000,11.6542,3.299488196675357,-1,18.06359513103962
201,10,100,29.8,9.387225362161066,-1,0.18685436993837357
201,10,1000,30.377,8.03360884036558,-1,1.9087887406349182
1,1,100,207.47,110.65771143485664,-1,0.17112378031015396
1,1,1000,196.861,113.2638763198576,-1,1.4835554733872414
1,1,10000,195.5129,111.90412071764828,-1,14.328979954123497
1,2,100,192.34,99.49072519586939,-1,0.1756291687488556
1,2,1000,187.767,111.07843495026385,-1,1.4434821009635925
1,2,10000,194.5804,111.11512109447571,-1,14.219784371554852
1,3,100,197.45,109.16394780329264,-1,0.13320466130971909
1,3,1000,190.242,112.7336925501866,-1,1.5030769929289818
1,1,1000,208.253,120.84778438597871,-1,1.39739091694355
1,2,1000,208.871,120.30281110181923,-1,1.3997632637619972
1,3,1000,247.323,143.94078876746508,-1,1.3876304849982262
1,4,1000,196.608,114.71006205211467,-1,1.4328298717737198
1,5,1000,231.658,130.1053382302202,-1,1.448783203959465
1,6,1000,216.092,121.00909691424029,-1,1.4793677628040314
1,7,1000,221.161,127.92123779498071,-1,1.421319954097271
1,8,1000,230.779,133.7272977331106,-1,1.4317850396037102
1,9,1000,241.362,134.17908538963889,-1,1.4034051820635796
1,10,1000,199.909,112.22311134075726,-1,1.4118622988462448
1,100,1000,245.733,142.81618154466952,-1,1.3752795457839966
1,1000,1000,263.468,145.59662419163433,-1,1.3737334311008453
101,1,1000,17.89,5.887096058329607,-1,1.7597824186086655
101,2,1000,19.806,6.056926943591115,-1,1.7748593464493752
101,3,1000,23.257,6.604918697455708,-1,1.76748938113451
101,4,1000,25.121,7.355158665861668,-1,1.705886371433735
101,5,1000,28.108,8.392874120347571,-1,1.758606418967247
101,6,1000,29.41,8.712743540355127,-1,1.7767737805843353
101,7,1000,32.103,9.283016266278972,-1,1.7864885851740837
101,8,1000,34.0,9.75069228311508,-1,1.7833823636174202
101,9,1000,34.981,10.023205026337633,-1,1.795997142791748
101,10,1000,37.995,11.267252326987268,-1,1.8551475405693054
101,100,1000,122.526,43.777223804165565,-1,1.8542923405766487
101,1000,1000,244.339,143.46840097735807,-1,1.9524230286478996
201,1,1000,11.45,3.3890264088673017,-1,1.8588690534234047
201,2,1000,14.482,4.204958501578822,-1,1.838087908923626
201,3,1000,17.159,4.945474598054266,-1,1.9699956476688385
201,4,1000,19.126,4.918752280812686,-1,1.948870301246643
201,5,1000,21.547,5.609259398530255,-1,1.920771710574627
201,6,1000,22.966,6.369995604394087,-1,1.946270428597927
201,7,1000,25.288,6.811978860801022,-1,1.9157139658927917
201,8,1000,27.221,7.283279412462494,-1,1.9375174045562744
201,9,1000,28.587,7.538330783402914,-1,1.9959944859147072
201,10,1000,29.689,7.80885900756314,-1,2.0072859674692154
201,100,1000,114.404,35.91351812340306,-1,2.0377474203705788
201,1000,1000,333.905,235.29103675023407,-1,2.105804421007633
301,1,1000,9.496,2.5207110108062762,-1,1.898559883236885
301,2,1000,12.187,3.157852276468929,-1,1.9619609341025352
301,3,1000,14.847,3.726337478007058,-1,1.985507033765316
301,4,1000,16.753,4.319026626451844,-1,1.9546245485544205
301,5,1000,18.704,4.8685094228110515,-1,2.040525369346142
301,6,1000,20.907,5.088256184588194,-1,2.0295057147741318
301,7,1000,22.228,5.885067204374136,-1,2.037720061838627
301,8,1000,24.373,6.234249834583148,-1,2.070852003991604
301,9,1000,25.793,6.91824768275898,-1,2.106399245560169
301,10,1000,27.272,6.70775789664475,-1,2.0507430136203766
301,100,1000,108.909,35.40074461081292,-1,2.1348067298531532
301,1000,1000,250.436,148.31513039471056,-1,2.274206943809986
401,1,1000,8.156,2.109422669831724,-1,1.9354261830449104
401,2,1000,11.036,2.5141010321783015,-1,2.0179218500852585
401,3,1000,13.368,3.0748294261633444,-1,1.9971747547388077
401,4,1000,15.13,3.7219752820243177,-1,2.0992288291454315
401,5,1000,17.216,4.2115726278909165,-1,2.1278083473443985
401,6,1000,18.888,4.82902226128644,-1,2.2289941757917404
401,7,1000,20.627,5.163126087943233,-1,2.178976535797119
401,8,1000,22.286,5.627273229549104,-1,2.203928552567959
401,9,1000,24.005,5.906689004848656,-1,2.169682152569294
401,10,1000,25.191,6.13551293699231,-1,2.244276851415634
401,100,1000,109.24,33.91484040947267,-1,2.317147560417652
401,1000,1000,339.708,239.6579077268263,-1,2.379045359790325
501,1,1000,7.19,1.786588928657065,-1,1.9686110019683838
501,2,1000,10.039,2.2705679906138023,-1,2.077207751572132
501,3,1000,12.345,2.853765056902898,-1,2.1081314757466316
501,4,1000,14.508,3.2505285724017257,-1,2.139287456870079
501,5,1000,16.208,3.7903477413029005,-1,2.223742038011551
501,6,1000,18.124,4.251190891973684,-1,2.2384600564837456
501,7,1000,19.547,4.477922621037572,-1,2.2679746598005295
501,8,1000,21.537,4.676604644397472,-1,2.269480474293232
501,9,1000,23.011,5.42170443679845,-1,2.3891038224101067
501,10,1000,24.268,5.886270126319382,-1,2.328168474137783
501,100,1000,106.476,31.07998429858033,-1,2.469672381877899
501,1000,1000,332.03,237.9695423788515,-1,2.535409428179264
601,1,1000,6.669,1.6010743268193393,-1,2.064112715423107
601,2,1000,9.47,2.0661800502376364,-1,2.1446314603090286
601,3,1000,11.585,2.5097360418976336,-1,2.162775106728077
601,4,1000,13.363,3.13675485175364,-1,2.2561135217547417
601,5,1000,15.437,3.5079952964620693,-1,2.316937156021595
601,6,1000,17.129,4.172811881693206,-1,2.3786621764302254
601,7,1000,18.854,4.378205568494929,-1,2.3433220759034157
601,8,1000,20.283,4.719842264313502,-1,2.401346378028393
601,9,1000,21.935,5.138557677014047,-1,2.3854241594672203
601,10,1000,23.194,5.968782455409143,-1,2.407702162861824
601,100,1000,104.829,28.743969089184603,-1,2.502965524792671
601,1000,1000,248.28,145.0818996291405,-1,2.651070050895214
701,1,1000,6.205,1.4202024503569906,-1,2.1687539890408516
701,2,1000,9.036,1.940284515219353,-1,2.133264236152172
701,3,1000,11.064,2.5325686565224643,-1,2.251054495573044
701,4,1000,12.957,2.994854086595873,-1,2.331430561840534
701,5,1000,14.847,3.4102186146931985,-1,2.3643590062856674
701,6,1000,16.477,3.7543935595512625,-1,2.3784672543406487
701,7,1000,18.192,4.200849437911338,-1,2.387920066714287
701,8,1000,19.477,4.80306891476689,-1,2.557524375617504
701,9,1000,21.246,4.8919816025819225,-1,2.4552211314439774
701,10,1000,22.403,5.215226840704055,-1,2.468689553439617
701,100,1000,104.937,32.921528381896245,-1,2.537470057606697
701,1000,1000,673.287,434.9676845824296,-1,2.704607166349888
801,1,1000,5.836,1.3413068254504636,-1,2.068956896662712
801,2,1000,8.477,1.8808165779788308,-1,2.147671155631542
801,3,1000,10.554,2.3300394846439834,-1,2.2899352312088013
801,4,1000,12.619,2.793535215457289,-1,2.3496690317988396
801,5,1000,14.507,3.2065481440327694,-1,2.5161947458982468
801,6,1000,15.905,3.438309904589753,-1,2.4315231516957283
801,7,1000,17.451,4.121601509122395,-1,2.502241373062134
801,8,1000,19.186,4.258098636715689,-1,2.5221545472741127
801,9,1000,20.759,4.675352286191918,-1,2.523804187774658
801,10,1000,21.67,5.170019342323585,-1,2.5173326656222343
801,100,1000,102.487,29.70767293141622,-1,2.6565066203475
801,1000,1000,332.029,233.33858266261925,-1,2.7858460918068886
901,1,1000,5.64,1.2491597175701752,-1,2.158835455775261
901,2,1000,8.14,1.7967748885155312,-1,2.215408369898796
901,3,1000,10.248,2.127086269994708,-1,2.360222637653351
901,4,1000,12.302,2.558279890864172,-1,2.4246194288134575
901,5,1000,14.036,3.011096810134141,-1,2.498439595103264
901,6,1000,15.501,3.5261876013621287,-1,2.581649623811245
901,7,1000,17.325,3.7684711754237954,-1,2.5031477883458138
901,8,1000,18.655,4.229654241188044,-1,2.5739257633686066
901,9,1000,19.983,4.429527175670108,-1,2.590032249689102
901,10,1000,21.656,5.1378657047455025,-1,2.534148208796978
901,100,1000,103.4,29.311328867862677,-1,2.735770784318447
901,1000,1000,334.501,236.60993639109918,-1,2.910968668758869
1,1,1000,216.369,122.21388971389463,-1,1.4114237502217293
1,2,1000,236.147,141.95632916851577,-1,1.404280573129654
1,3,1000,191.597,111.64905100805828,-1,1.3561814278364182
1,4,1000,247.365,141.96626984956671,-1,1.4249648228287697
1,5,1000,249.669,141.26850830599156,-1,1.330532729625702
1,6,1000,231.121,133.89808945238912,-1,1.3755772188305855
1,7,1000,243.031,135.8151171225059,-1,1.375706635415554
1,8,1000,186.253,108.60051100708505,-1,1.4299938380718231
1,9,1000,208.269,121.52274124212308,-1,1.4393675699830055
1,10,1000,191.815,111.41159174430639,-1,1.40977992862463
1,100,1000,249.842,139.82093203808932,-1,1.4397071599960327
1,1000,1000,248.134,144.77894199088485,-1,1.3896282091736794
1001,1,1000,5.335,1.1902835796565454,-1,2.175830975174904
1001,2,1000,7.965,1.6934506192977696,-1,2.3024997860193253
1001,3,1000,9.988,2.2337985585096973,-1,2.4247409850358963
1001,4,1000,12.122,2.4942165102492604,-1,2.51144527643919
1001,5,1000,13.622,3.006512265067282,-1,2.5851396545767784
1001,6,1000,15.301,3.1537912105908346,-1,2.544294051826
1001,7,1000,16.803,3.7272229608650993,-1,2.609768934547901
1001,8,1000,18.102,3.9768826987981427,-1,2.6995565742254257
1001,9,1000,19.768,4.199068468124805,-1,2.682562254369259
1001,10,1000,21.039,4.845356436837232,-1,2.674765832722187
1001,100,1000,103.117,28.824179277127737,-1,2.8074706345796585
1001,1000,1000,567.196,411.5366005399763,-1,2.957336962223053
2001,1,1000,4.07,0.8758424515859001,-1,2.6413085386157036
2001,2,1000,6.465,1.2436940942209223,-1,2.770134501159191
2001,3,1000,8.448,1.5847069129652966,-1,2.911814495921135
2001,4,1000,10.194,2.007576648599002,-1,3.120773270726204
2001,5,1000,11.695,2.4330998746455106,-1,3.0121517032384872
2001,6,1000,13.18,2.771209122386833,-1,3.1446260884404182
2001,7,1000,14.583,3.1646660171335617,-1,3.165622927248478
2001,8,1000,15.93,3.75114649140766,-1,3.23043330013752
2001,9,1000,17.351,3.848090305593152,-1,3.261330224573612
2001,10,1000,18.756,4.171386340295034,-1,3.3144672513008118
2001,100,1000,100.062,26.506379533991435,-1,3.5244614258408546
2001,1000,1000,668.005,424.8974358301071,-1,3.7752130553126335
3001,1,1000,3.59,0.7196526940128829,-1,3.073500342667103
3001,2,1000,5.832,1.1356830543774088,-1,3.140281043946743
3001,3,1000,7.647,1.47254575480696,-1,3.312753312289715
3001,4,1000,9.383,1.732717807376608,-1,3.4608597233891487
3001,5,1000,10.9,2.178990591994376,-1,3.530299998819828
3001,6,1000,12.296,2.539760618641056,-1,3.551062822341919
3001,7,1000,13.617,2.8341332008217255,-1,3.6219632774591446
3001,8,1000,15.05,3.2476914878109957,-1,3.6737201884388924
3001,9,1000,16.289,3.6049242710492546,-1,3.777965225279331
3001,10,1000,17.454,4.047454014562735,-1,3.778578206896782
3001,100,1000,98.085,25.765398793731098,-1,3.9396036341786385
3001,1000,1000,733.993,414.4643614968602,-1,4.214419566094875
4001,1,1000,3.283,0.6818438237602509,-1,3.43212678283453
4001,2,1000,5.405,1.007459676612419,-1,3.6693517193198204
4001,3,1000,7.25,1.3444329659748753,-1,3.796468064188957
4001,4,1000,8.806,1.7630553025926328,-1,3.935263194143772
4001,5,1000,10.3,1.9849433241279208,-1,3.997914381325245
4001,6,1000,11.838,2.364689408780781,-1,3.9819455593824387
4001,7,1000,13.034,2.705705822886147,-1,4.089559130370617
4001,8,1000,14.34,3.0897249068485046,-1,4.137210883200169
4001,9,1000,15.459,3.4085655340626797,-1,4.15934157371521
4001,10,1000,16.495,3.4638093192322232,-1,4.250648409128189
4001,100,1000,98.179,25.595291735004704,-1,4.454296208918095
4001,1000,1000,714.838,420.23807509077517,-1,4.63629075139761
5001,1,1000,3.044,0.6419221136555431,-1,4.0018705651164055
5001,2,1000,5.139,0.9282666642727185,-1,4.01622511446476
5001,3,1000,6.873,1.3493965317874506,-1,4.177358716726303
5001,4,1000,8.496,1.5943600597104781,-1,4.300846189260483
5001,5,1000,9.964,1.9770442584828496,-1,4.404471009969711
5001,6,1000,11.321,2.3511612024699624,-1,4.502287082374096
5001,7,1000,12.54,2.6762660555333437,-1,4.513508163392544
5001,8,1000,13.758,2.9758084615781306,-1,4.582426033914089
5001,9,1000,14.936,3.1695274095675527,-1,4.6941275000572205
5001,10,1000,16.055,3.319935993358908,-1,4.746053747832775
5001,100,1000,98.906,23.113397932800794,-1,4.830435112118721
5001,1000,1000,833.86,362.3902542839694,-1,5.033397614955902
6001,1,1000,2.901,0.5649769906819215,-1,4.281324364244938
6001,2,1000,4.954,0.8785692915188875,-1,4.470270223915577
6001,3,1000,6.682,1.160549869673854,-1,4.562973268330097
6001,4,1000,8.192,1.5274606377907094,-1,4.649002596735954
6001,5,1000,9.596,1.9643787822108036,-1,4.696247823536396
6001,6,1000,10.946,2.242115964886741,-1,4.870738580822945
6001,7,1000,12.088,2.532638150229914,-1,4.990378208458424
6001,8,1000,13.397,2.824781584476931,-1,4.9632366970181465
6001,9,1000,14.629,3.1586957751578417,-1,5.072547823190689
6001,10,1000,15.505,2.9923193345630748,-1,5.047063015401363
6001,100,1000,96.333,24.51228489961717,-1,5.272922083735466
6001,1000,1000,813.199,376.65798730280494,-1,5.4350781217217445
7001,1,1000,2.77,0.5129327441292864,-1,4.873010754585266
7001,2,1000,4.763,0.8971237372848855,-1,4.811803542077541
7001,3,1000,6.464,1.1673491337213557,-1,4.952349439263344
7001,4,1000,8.026,1.5379609878017062,-1,5.158463880419731
7001,5,1000,9.434,1.891466098030837,-1,5.168948404490948
7001,6,1000,10.771,2.1416253173699644,-1,5.208250015974045
7001,7,1000,11.96,2.63522295071973,-1,5.373633503913879
7001,8,1000,13.227,2.688023623408098,-1,5.420776695013046
7001,9,1000,14.166,2.8720104456634554,-1,5.500965766608715
7001,10,1000,15.097,3.1320266601675026,-1,5.459675639867783
7001,100,1000,99.551,21.176859989148532,-1,5.599782072007656
7001,1000,1000,823.415,368.19584567862796,-1,5.8842803835868835
8001,1,1000,2.704,0.512234321380362,-1,4.991146668791771
8001,2,1000,4.627,0.8694084195589551,-1,5.198459565639496
8001,3,1000,6.348,1.1317667604237192,-1,5.313291504979134
8001,4,1000,7.816,1.5000479992320246,-1,5.474255718290806
8001,5,1000,9.247,1.8498624273172313,-1,5.496686227619648
8001,6,1000,10.682,2.0704772396720523,-1,5.716317646205425
8001,7,1000,11.681,2.3603472202199405,-1,5.739043936133385
8001,8,1000,12.741,2.631714080214642,-1,5.9232917204499245
8001,9,1000,13.84,2.8747869486276723,-1,5.927420482039452
8001,10,1000,15.064,2.9539641162343186,-1,6.16119210422039
8001,100,1000,99.677,20.237111231596273,-1,6.2239909917116165
8001,1000,1000,892.862,317.2584261386922,-1,6.515341438353062
9001,1,1000,2.647,0.5180646677780679,-1,5.508008234202862
9001,2,1000,4.577,0.7937701178552895,-1,5.739296309649944
9001,3,1000,6.211,1.0864985043708066,-1,5.930533207952976
9001,4,1000,7.655,1.451197781144941,-1,5.9505656361579895
9001,5,1000,9.16,1.7613631085043198,-1,6.11864797770977
9001,6,1000,10.317,2.165758758495507,-1,6.384305521845818
9001,7,1000,11.393,2.3512870943379074,-1,6.424866683781147
9001,8,1000,12.592,2.6110411716401565,-1,6.401767864823341
9001,9,1000,13.718,2.826389215943197,-1,6.5398072227835655
9001,10,1000,14.47,2.789103798713845,-1,6.523113749921322
9001,100,1000,99.699,20.89268769210893,-1,6.600927233695984
9001,1000,1000,883.181,319.31652046049857,-1,6.925946861505508
1,1,1,308.0,0.0,0.10152237117290497,0.0013452842831611633
1,1,10,245.9,115.21410503927025,1.0191008672118187,0.014667026698589325
1,1,1000,192.024,114.61197766376776,102.83827040344477,1.3930967673659325
1,1,10000,197.2487,113.27106712797404,1043.8171132206917,13.753940358757973
100,1,1,19.0,0.0,0.10063733160495758,0.0017741993069648743
100,1,10,17.7,4.450842616853578,1.0295022502541542,0.017285481095314026
100,1,1000,17.912,5.519624624917894,101.68513655662537,1.7008520364761353
100,1,10000,17.5962,5.5724990408254,1020.6495202854276,16.942411981523037
1,1,1,142.0,0.0,0.10742373764514923,0.001398928463459015
1,1,10,172.5,82.12338278468563,1.081824630498886,0.014233119785785675
1,1,1,177.0,0.0,0.10673563927412033,0.0014691278338432312
1,1,10,242.1,114.6154003613825,1.0679278001189232,0.014623165130615234
1,1,1000,188.568,106.6896498072798,107.1079944446683,1.4993403032422066
1,1,1000,197.147,112.6311475170168,-1,1.4295443668961525
1,10,1000,211.351,127.84776024240706,-1,1.399711549282074
1,100,1000,215.755,121.26344451235087,-1,1.4110267609357834
1,1000,1000,253.603,144.1801144090266,-1,1.4559407457709312
1,10000,1000,253.055,142.47476258973023,-1,1.396034762263298
100,1,1000,17.682,6.06406431364312,-1,1.746478408575058
100,10,1000,37.905,12.173987637582027,-1,1.771924965083599
100,100,1000,120.352,43.061445586510445,-1,1.8223388642072678
100,1000,1000,250.785,140.57359913938322,-1,1.9089203029870987
100,10000,1000,334.23,234.97092394592144,-1,1.9024378806352615
